Record ID,Action,Reservation UID,Property ID,Check-in Date,Check-out Date,Entry Type,Entry Source,Status,Last Updated,Full Record JSON
recen6IP5Ke0qqBtb,MARK_AS_OLD,7b31f46e-c339-4e1b-8d5d-91986bd1792f_recRQSv5kFaVKAXdj,recRQSv5kFaVKAXdj,2025-07-03,2025-07-04,Block,Lodgify,New,2025-07-17T07:03:24.000Z,"{""id"": ""recen6IP5Ke0qqBtb"", ""createdTime"": ""2025-07-17T07:03:26.000Z"", ""fields"": {""Check-in Date"": ""2025-07-03"", ""Check-out Date"": ""2025-07-04"", ""Status"": ""New"", ""Last Updated"": ""2025-07-17T07:03:24.000Z"", ""Reservation UID"": ""7b31f46e-c339-4e1b-8d5d-91986bd1792f_recRQSv5kFaVKAXdj"", ""Entry Type"": ""Block"", ""Entry Source"": ""Lodgify"", ""Property ID"": [""recRQSv5kFaVKAXdj""]}}"
recAaPoDvDuCuBjk5,MARK_AS_OLD,20fcb3c6-3519-4cb5-b38c-da315adf6468_recemMGn3KhYJW07M,recemMGn3KhYJW07M,2025-06-05,2025-06-08,Block,VRBO,New,2025-06-10T09:08:58.000Z,"{""id"": ""recAaPoDvDuCuBjk5"", ""createdTime"": ""2025-06-10T09:09:00.000Z"", ""fields"": {""Check-in Date"": ""2025-06-05"", ""Check-out Date"": ""2025-06-08"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:08:58.000Z"", ""Reservation UID"": ""20fcb3c6-3519-4cb5-b38c-da315adf6468_recemMGn3KhYJW07M"", ""Entry Type"": ""Block"", ""Entry Source"": ""VRBO"", ""Property ID"": [""recemMGn3KhYJW07M""]}}"
recAjQhXNnKVBXzaI,MARK_AS_OLD,1b3af925-34ce-400d-b12c-af239423bec8_recrVNJMKAhroDwbp,recrVNJMKAhroDwbp,2025-06-19,2025-06-23,Block,VRBO,New,2025-06-19T11:02:08.000Z,"{""id"": ""recAjQhXNnKVBXzaI"", ""createdTime"": ""2025-06-19T11:03:39.000Z"", ""fields"": {""Check-in Date"": ""2025-06-19"", ""Check-out Date"": ""2025-06-23"", ""Status"": ""New"", ""Last Updated"": ""2025-06-19T11:02:08.000Z"", ""Reservation UID"": ""1b3af925-34ce-400d-b12c-af239423bec8_recrVNJMKAhroDwbp"", ""Entry Type"": ""Block"", ""Entry Source"": ""VRBO"", ""Property ID"": [""recrVNJMKAhroDwbp""]}}"
recAog5PkXMEuDkLU,MARK_AS_OLD,f9a2ad51-3243-44af-a66b-6091d90b1353_reckybCZIVOerPTpp,reckybCZIVOerPTpp,2025-06-12,2025-07-10,Reservation,VRBO,New,2025-06-10T09:08:26.000Z,"{""id"": ""recAog5PkXMEuDkLU"", ""createdTime"": ""2025-06-10T09:08:27.000Z"", ""fields"": {""Check-in Date"": ""2025-06-12"", ""Check-out Date"": ""2025-07-10"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:08:26.000Z"", ""Reservation UID"": ""f9a2ad51-3243-44af-a66b-6091d90b1353_reckybCZIVOerPTpp"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""VRBO"", ""Property ID"": [""reckybCZIVOerPTpp""]}}"
recAu73f8Tw9isvfy,MARK_AS_OLD,5d179c21-015c-4f90-94c8-5b5a2d1fcd0d_recVu3YtfTaoK3siK,recVu3YtfTaoK3siK,2025-06-02,2025-06-13,Block,VRBO,New,2025-06-10T09:08:27.000Z,"{""id"": ""recAu73f8Tw9isvfy"", ""createdTime"": ""2025-06-10T09:08:29.000Z"", ""fields"": {""Check-in Date"": ""2025-06-02"", ""Check-out Date"": ""2025-06-13"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:08:27.000Z"", ""Reservation UID"": ""5d179c21-015c-4f90-94c8-5b5a2d1fcd0d_recVu3YtfTaoK3siK"", ""Entry Type"": ""Block"", ""Entry Source"": ""VRBO"", ""Property ID"": [""recVu3YtfTaoK3siK""]}}"
recvJmvDBTPwwzcMD,MARK_AS_OLD,7f662ec65913-5e5bc90909b28b108ad0fa90e676d9cf@airbnb.com_reckybCZIVOerPTpp,reckybCZIVOerPTpp,2025-07-09,2025-07-10,Block,Airbnb,New,2025-07-11T19:13:10.000Z,"{""id"": ""recvJmvDBTPwwzcMD"", ""createdTime"": ""2025-07-11T19:13:14.000Z"", ""fields"": {""Check-in Date"": ""2025-07-09"", ""Check-out Date"": ""2025-07-10"", ""Status"": ""New"", ""Last Updated"": ""2025-07-11T19:13:10.000Z"", ""Reservation UID"": ""7f662ec65913-5e5bc90909b28b108ad0fa90e676d9cf@airbnb.com_reckybCZIVOerPTpp"", ""Entry Type"": ""Block"", ""Entry Source"": ""Airbnb"", ""Property ID"": [""reckybCZIVOerPTpp""]}}"
recC6ZaSzskFtBgRi,MARK_AS_OLD,ebe71531-7fe4-4194-8627-e4b9c20e564b@reservations.hospitable.com_recXnZXfPm2owtZJB,recXnZXfPm2owtZJB,2025-05-16,2025-05-20,Reservation,Hospitable,New,2025-06-10T09:08:18.000Z,"{""id"": ""recC6ZaSzskFtBgRi"", ""createdTime"": ""2025-06-10T09:08:19.000Z"", ""fields"": {""Check-in Date"": ""2025-05-16"", ""Check-out Date"": ""2025-05-20"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:08:18.000Z"", ""Reservation UID"": ""ebe71531-7fe4-4194-8627-e4b9c20e564b@reservations.hospitable.com_recXnZXfPm2owtZJB"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Hospitable"", ""Property ID"": [""recXnZXfPm2owtZJB""]}}"
recC93a5TZBxzrRdg,MARK_AS_OLD,756f1cb5-c206-4319-b161-46f7661955fd@reservations.hospitable.com_recLEYnfenqDvxAQk,recLEYnfenqDvxAQk,2025-06-21,2025-06-28,Reservation,Hospitable,New,2025-07-11T19:12:10.000Z,"{""id"": ""recC93a5TZBxzrRdg"", ""createdTime"": ""2025-07-11T19:12:11.000Z"", ""fields"": {""Check-in Date"": ""2025-06-21"", ""Check-out Date"": ""2025-06-28"", ""Status"": ""New"", ""Last Updated"": ""2025-07-11T19:12:10.000Z"", ""Reservation UID"": ""756f1cb5-c206-4319-b161-46f7661955fd@reservations.hospitable.com_recLEYnfenqDvxAQk"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Hospitable"", ""Property ID"": [""recLEYnfenqDvxAQk""]}}"
recIfBrPJF1wjG33P,MARK_AS_OLD,98597bec-8225-4237-b17e-e76a0df8e33a_recMAXXW1B2qKslRC,recMAXXW1B2qKslRC,2025-07-02,2025-07-06,Reservation,VRBO,New,2025-06-10T09:08:23.000Z,"{""id"": ""recIfBrPJF1wjG33P"", ""createdTime"": ""2025-06-10T09:08:24.000Z"", ""fields"": {""Check-in Date"": ""2025-07-02"", ""Check-out Date"": ""2025-07-06"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:08:23.000Z"", ""Reservation UID"": ""98597bec-8225-4237-b17e-e76a0df8e33a_recMAXXW1B2qKslRC"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""VRBO"", ""Property ID"": [""recMAXXW1B2qKslRC""]}}"
recgVetCwxqHTIirh,MARK_AS_OLD,c05ad897-3edf-4129-92b5-022367ed68d1@reservations.hospitable.com_recAFmUTZ3rXFuezS,recAFmUTZ3rXFuezS,2025-06-21,2025-06-23,Reservation,Hospitable,New,2025-06-15T23:02:32.000Z,"{""id"": ""recgVetCwxqHTIirh"", ""createdTime"": ""2025-06-15T23:03:06.000Z"", ""fields"": {""Check-in Date"": ""2025-06-21"", ""Check-out Date"": ""2025-06-23"", ""Status"": ""New"", ""Last Updated"": ""2025-06-15T23:02:32.000Z"", ""Reservation UID"": ""c05ad897-3edf-4129-92b5-022367ed68d1@reservations.hospitable.com_recAFmUTZ3rXFuezS"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Hospitable"", ""Property ID"": [""recAFmUTZ3rXFuezS""]}}"
reckzZyy2zAd5AflN,MARK_AS_OLD,7f662ec65913-5e5bc90909b28b108ad0fa90e676d9cf@airbnb.com_rec0CONTzmxXXAM3F,rec0CONTzmxXXAM3F,2025-07-09,2025-07-10,Block,Airbnb,New,2025-07-11T03:02:11.000Z,"{""id"": ""reckzZyy2zAd5AflN"", ""createdTime"": ""2025-07-11T03:02:20.000Z"", ""fields"": {""Check-in Date"": ""2025-07-09"", ""Check-out Date"": ""2025-07-10"", ""Status"": ""New"", ""Last Updated"": ""2025-07-11T03:02:11.000Z"", ""Reservation UID"": ""7f662ec65913-5e5bc90909b28b108ad0fa90e676d9cf@airbnb.com_rec0CONTzmxXXAM3F"", ""Entry Type"": ""Block"", ""Entry Source"": ""Airbnb"", ""Property ID"": [""rec0CONTzmxXXAM3F""]}}"
recoxcellbbBAjRbV,MARK_AS_OLD,f1482525-234b-4644-b5e4-23dd85bc44a0_rec6Uk3LptQ8Bp85P,rec6Uk3LptQ8Bp85P,2025-06-05,2025-06-10,Block,VRBO,New,2025-06-10T09:08:06.000Z,"{""id"": ""recoxcellbbBAjRbV"", ""createdTime"": ""2025-06-10T09:08:07.000Z"", ""fields"": {""Check-in Date"": ""2025-06-05"", ""Check-out Date"": ""2025-06-10"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:08:06.000Z"", ""Reservation UID"": ""f1482525-234b-4644-b5e4-23dd85bc44a0_rec6Uk3LptQ8Bp85P"", ""Entry Type"": ""Block"", ""Entry Source"": ""VRBO"", ""Property ID"": [""rec6Uk3LptQ8Bp85P""]}}"
recEjNNACJkYnuzcN,MARK_AS_OLD,38a0067b-f219-4c18-8303-ec46d7960c9d_recemMGn3KhYJW07M,recemMGn3KhYJW07M,2025-05-22,2025-05-25,Block,VRBO,New,2025-06-10T09:08:59.000Z,"{""id"": ""recEjNNACJkYnuzcN"", ""createdTime"": ""2025-06-10T09:09:00.000Z"", ""fields"": {""Check-in Date"": ""2025-05-22"", ""Check-out Date"": ""2025-05-25"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:08:59.000Z"", ""Reservation UID"": ""38a0067b-f219-4c18-8303-ec46d7960c9d_recemMGn3KhYJW07M"", ""Entry Type"": ""Block"", ""Entry Source"": ""VRBO"", ""Property ID"": [""recemMGn3KhYJW07M""]}}"
recF5C7UnAE0Sqd40,MARK_AS_OLD,b7eb036c-d624-430e-9342-f8a30353fa46_recAHZYd3Ib7CsNcS,recAHZYd3Ib7CsNcS,2025-06-18,2025-06-25,Reservation,VRBO,New,2025-06-10T09:07:43.000Z,"{""id"": ""recF5C7UnAE0Sqd40"", ""createdTime"": ""2025-06-10T09:07:45.000Z"", ""fields"": {""Check-in Date"": ""2025-06-18"", ""Check-out Date"": ""2025-06-25"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:07:43.000Z"", ""Reservation UID"": ""b7eb036c-d624-430e-9342-f8a30353fa46_recAHZYd3Ib7CsNcS"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""VRBO"", ""Property ID"": [""recAHZYd3Ib7CsNcS""]}}"
reczr8p8enMIeHbEu,MARK_AS_OLD,7f662ec65913-5e5bc90909b28b108ad0fa90e676d9cf@airbnb.com_recDTmHLOQnYCVm4J,recDTmHLOQnYCVm4J,2025-07-09,2025-07-10,Block,Airbnb,New,2025-07-11T03:02:17.000Z,"{""id"": ""reczr8p8enMIeHbEu"", ""createdTime"": ""2025-07-11T03:02:20.000Z"", ""fields"": {""Check-in Date"": ""2025-07-09"", ""Check-out Date"": ""2025-07-10"", ""Status"": ""New"", ""Last Updated"": ""2025-07-11T03:02:17.000Z"", ""Reservation UID"": ""7f662ec65913-5e5bc90909b28b108ad0fa90e676d9cf@airbnb.com_recDTmHLOQnYCVm4J"", ""Entry Type"": ""Block"", ""Entry Source"": ""Airbnb"", ""Property ID"": [""recDTmHLOQnYCVm4J""]}}"
recXWQTl3eX9x6N35,MARK_AS_OLD,fc88bc05-dde4-4406-9a03-6200cd1d4825_recemMGn3KhYJW07M,recemMGn3KhYJW07M,2025-07-13,2025-07-14,Block,VRBO,New,2025-07-13T07:04:12.000Z,"{""id"": ""recXWQTl3eX9x6N35"", ""createdTime"": ""2025-07-13T07:04:40.000Z"", ""fields"": {""Check-in Date"": ""2025-07-13"", ""Check-out Date"": ""2025-07-14"", ""Status"": ""New"", ""Last Updated"": ""2025-07-13T07:04:12.000Z"", ""Reservation UID"": ""fc88bc05-dde4-4406-9a03-6200cd1d4825_recemMGn3KhYJW07M"", ""Entry Type"": ""Block"", ""Entry Source"": ""VRBO"", ""Property ID"": [""recemMGn3KhYJW07M""]}}"
recGGOUgNbaz4IjKR,MARK_AS_OLD,daf945cc-f1e9-4269-9812-b7ab8d4950b9_recVu3YtfTaoK3siK,recVu3YtfTaoK3siK,2025-06-13,2025-06-15,Block,VRBO,New,2025-06-10T09:08:27.000Z,"{""id"": ""recGGOUgNbaz4IjKR"", ""createdTime"": ""2025-06-10T09:08:29.000Z"", ""fields"": {""Check-in Date"": ""2025-06-13"", ""Check-out Date"": ""2025-06-15"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:08:27.000Z"", ""Reservation UID"": ""daf945cc-f1e9-4269-9812-b7ab8d4950b9_recVu3YtfTaoK3siK"", ""Entry Type"": ""Block"", ""Entry Source"": ""VRBO"", ""Property ID"": [""recVu3YtfTaoK3siK""]}}"
recN201qyPxGptYKE,MARK_AS_OLD,b634ce3b-44e7-42e9-854e-eec759fef2f2@reservations.hospitable.com_recrVNJMKAhroDwbp,recrVNJMKAhroDwbp,2025-05-15,2025-05-19,Reservation,Hospitable,New,2025-06-10T09:08:25.000Z,"{""id"": ""recN201qyPxGptYKE"", ""createdTime"": ""2025-06-10T09:08:27.000Z"", ""fields"": {""Check-in Date"": ""2025-05-15"", ""Check-out Date"": ""2025-05-19"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:08:25.000Z"", ""Reservation UID"": ""b634ce3b-44e7-42e9-854e-eec759fef2f2@reservations.hospitable.com_recrVNJMKAhroDwbp"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Hospitable"", ""Property ID"": [""recrVNJMKAhroDwbp""]}}"
recW3pc03oeAaktqP,MARK_AS_OLD,1d48e7d0-1ace-480b-9057-63dc9154a3f2@reservations.hospitable.com_recXnZXfPm2owtZJB,recXnZXfPm2owtZJB,2025-06-12,2025-06-15,Reservation,Hospitable,New,2025-07-11T19:08:41.000Z,"{""id"": ""recW3pc03oeAaktqP"", ""createdTime"": ""2025-07-11T19:08:44.000Z"", ""fields"": {""Check-in Date"": ""2025-06-12"", ""Check-out Date"": ""2025-06-15"", ""Status"": ""New"", ""Last Updated"": ""2025-07-11T19:08:41.000Z"", ""Reservation UID"": ""1d48e7d0-1ace-480b-9057-63dc9154a3f2@reservations.hospitable.com_recXnZXfPm2owtZJB"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Hospitable"", ""Property ID"": [""recXnZXfPm2owtZJB""]}}"
reczxP2MVxc59J99h,MARK_AS_OLD,7f662ec65913-a931d344dc8b1a18d1dc7115ff069eb0@airbnb.com_rec2o6ZVpqr63lazn,rec2o6ZVpqr63lazn,2025-07-13,2025-07-14,Block,Airbnb,Removed,2025-07-14T07:04:54.000Z,"{""id"": ""reczxP2MVxc59J99h"", ""createdTime"": ""2025-07-14T07:04:55.000Z"", ""fields"": {""Check-in Date"": ""2025-07-13"", ""Check-out Date"": ""2025-07-14"", ""Status"": ""Removed"", ""Last Updated"": ""2025-07-14T07:04:54.000Z"", ""Reservation UID"": ""7f662ec65913-a931d344dc8b1a18d1dc7115ff069eb0@airbnb.com_rec2o6ZVpqr63lazn"", ""Entry Type"": ""Block"", ""Entry Source"": ""Airbnb"", ""Property ID"": [""rec2o6ZVpqr63lazn""]}}"
recHfOnHoF4Y5egw2,MARK_AS_OLD,7f662ec65913-0ba56a25feb4e4af025727aa3ebf1999@airbnb.com_recemMGn3KhYJW07M,recemMGn3KhYJW07M,2025-10-15,2025-10-19,Block,Airbnb,New,2025-07-15T07:04:53.000Z,"{""id"": ""recHfOnHoF4Y5egw2"", ""createdTime"": ""2025-07-15T07:05:12.000Z"", ""fields"": {""Check-in Date"": ""2025-10-15"", ""Check-out Date"": ""2025-10-19"", ""Status"": ""New"", ""Last Updated"": ""2025-07-15T07:04:53.000Z"", ""Reservation UID"": ""7f662ec65913-0ba56a25feb4e4af025727aa3ebf1999@airbnb.com_recemMGn3KhYJW07M"", ""Entry Type"": ""Block"", ""Entry Source"": ""Airbnb"", ""Property ID"": [""recemMGn3KhYJW07M""]}}"
recHhx4YKbZK6Hniv,MARK_AS_OLD,00f4d104-44a4-46df-b692-9815a014fa54@reservations.hospitable.com_recXnZXfPm2owtZJB,recXnZXfPm2owtZJB,2025-06-25,2025-06-30,Reservation,Hospitable,New,2025-06-10T09:08:18.000Z,"{""id"": ""recHhx4YKbZK6Hniv"", ""createdTime"": ""2025-06-10T09:08:19.000Z"", ""fields"": {""Check-in Date"": ""2025-06-25"", ""Check-out Date"": ""2025-06-30"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:08:18.000Z"", ""Reservation UID"": ""00f4d104-44a4-46df-b692-9815a014fa54@reservations.hospitable.com_recXnZXfPm2owtZJB"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Hospitable"", ""Property ID"": [""recXnZXfPm2owtZJB""]}}"
recpqe0sMFlIEvDN6,MARK_AS_OLD,fb422895-139a-4814-8568-9f8b9094461f_recRFtICdkcKMN1H7,recRFtICdkcKMN1H7,2025-05-15,2025-05-18,Reservation,VRBO,New,2025-06-10T09:07:46.000Z,"{""id"": ""recpqe0sMFlIEvDN6"", ""createdTime"": ""2025-06-10T09:07:47.000Z"", ""fields"": {""Check-in Date"": ""2025-05-15"", ""Check-out Date"": ""2025-05-18"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:07:46.000Z"", ""Reservation UID"": ""fb422895-139a-4814-8568-9f8b9094461f_recRFtICdkcKMN1H7"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""VRBO"", ""Property ID"": [""recRFtICdkcKMN1H7""]}}"
recIc936Z5AE4Gm66,MARK_AS_OLD,14124351_recUtCxEQv5TCzhjV,recUtCxEQv5TCzhjV,2025-07-23,2025-07-28,Reservation,Evolve,New,2025-07-17T09:26:29.117Z,"{""id"": ""recIc936Z5AE4Gm66"", ""createdTime"": ""2025-07-12T03:00:35.000Z"", ""fields"": {""Check-in Date"": ""2025-07-23"", ""Check-out Date"": ""2025-07-28"", ""Status"": ""New"", ""Last Updated"": ""2025-07-17T09:26:29.117Z"", ""Reservation UID"": ""14124351_recUtCxEQv5TCzhjV"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Evolve"", ""Property ID"": [""recUtCxEQv5TCzhjV""]}}"
rechHISNRK7pxDigy,MARK_AS_OLD,49eb020b-6286-475c-ace4-cf3150d77fcf@reservations.hospitable.com_recLEYnfenqDvxAQk,recLEYnfenqDvxAQk,2025-05-29,2025-06-01,Reservation,Hospitable,New,2025-07-11T19:12:10.000Z,"{""id"": ""rechHISNRK7pxDigy"", ""createdTime"": ""2025-07-11T19:12:11.000Z"", ""fields"": {""Check-in Date"": ""2025-05-29"", ""Check-out Date"": ""2025-06-01"", ""Status"": ""New"", ""Last Updated"": ""2025-07-11T19:12:10.000Z"", ""Reservation UID"": ""49eb020b-6286-475c-ace4-cf3150d77fcf@reservations.hospitable.com_recLEYnfenqDvxAQk"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Hospitable"", ""Property ID"": [""recLEYnfenqDvxAQk""]}}"
recJhcvUpa33mNx9f,MARK_AS_OLD,e7229a84-03f4-4047-a92e-3f1bc3c8ed26@reservations.hospitable.com_recAFmUTZ3rXFuezS,recAFmUTZ3rXFuezS,2025-05-17,2025-05-20,Reservation,Hospitable,New,2025-06-10T09:08:47.000Z,"{""id"": ""recJhcvUpa33mNx9f"", ""createdTime"": ""2025-06-10T09:08:49.000Z"", ""fields"": {""Check-in Date"": ""2025-05-17"", ""Check-out Date"": ""2025-05-20"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:08:47.000Z"", ""Reservation UID"": ""e7229a84-03f4-4047-a92e-3f1bc3c8ed26@reservations.hospitable.com_recAFmUTZ3rXFuezS"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Hospitable"", ""Property ID"": [""recAFmUTZ3rXFuezS""]}}"
recJzrEnPHIZHXg2H,MARK_AS_OLD,ba78bd50-eb68-419f-91a4-a3b51f3e2c96@reservations.hospitable.com_recLEYnfenqDvxAQk,recLEYnfenqDvxAQk,2025-05-11,2025-05-14,Reservation,Hospitable,New,2025-07-11T19:12:10.000Z,"{""id"": ""recJzrEnPHIZHXg2H"", ""createdTime"": ""2025-07-11T19:12:11.000Z"", ""fields"": {""Check-in Date"": ""2025-05-11"", ""Check-out Date"": ""2025-05-14"", ""Status"": ""New"", ""Last Updated"": ""2025-07-11T19:12:10.000Z"", ""Reservation UID"": ""ba78bd50-eb68-419f-91a4-a3b51f3e2c96@reservations.hospitable.com_recLEYnfenqDvxAQk"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Hospitable"", ""Property ID"": [""recLEYnfenqDvxAQk""]}}"
recPcfJnm9wBschLT,MARK_AS_OLD,c2593475-a55c-4872-ac90-68b8206f4e48@reservations.hospitable.com_recLEYnfenqDvxAQk,recLEYnfenqDvxAQk,2025-06-08,2025-06-12,Reservation,Hospitable,New,2025-07-11T19:12:09.000Z,"{""id"": ""recPcfJnm9wBschLT"", ""createdTime"": ""2025-07-11T19:12:11.000Z"", ""fields"": {""Check-in Date"": ""2025-06-08"", ""Check-out Date"": ""2025-06-12"", ""Status"": ""New"", ""Last Updated"": ""2025-07-11T19:12:09.000Z"", ""Reservation UID"": ""c2593475-a55c-4872-ac90-68b8206f4e48@reservations.hospitable.com_recLEYnfenqDvxAQk"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Hospitable"", ""Property ID"": [""recLEYnfenqDvxAQk""]}}"
recLRsfZ8vOWRxhNU,MARK_AS_OLD,1418fb94e984-b49e8baff6a9c1da492c74cd632074be@airbnb.com_rec2bdcf28lO7YAHU,rec2bdcf28lO7YAHU,2025-08-01,2025-08-09,Reservation,Airbnb,New,2025-07-17T08:30:00.000Z,"{""id"": ""recLRsfZ8vOWRxhNU"", ""createdTime"": ""2025-07-15T23:03:26.000Z"", ""fields"": {""Check-in Date"": ""2025-08-01"", ""Check-out Date"": ""2025-08-09"", ""Status"": ""New"", ""Last Updated"": ""2025-07-17T08:30:00.000Z"", ""Reservation UID"": ""1418fb94e984-b49e8baff6a9c1da492c74cd632074be@airbnb.com_rec2bdcf28lO7YAHU"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Airbnb"", ""Property ID"": [""rec2bdcf28lO7YAHU""]}}"
recT6hjwIBkUGh4om,MARK_AS_OLD,28bfd011-49fc-4493-bd8d-a6937e17d76f_recemMGn3KhYJW07M,recemMGn3KhYJW07M,2025-06-28,2025-06-29,Block,VRBO,New,2025-07-11T19:11:22.000Z,"{""id"": ""recT6hjwIBkUGh4om"", ""createdTime"": ""2025-07-11T19:11:23.000Z"", ""fields"": {""Check-in Date"": ""2025-06-28"", ""Check-out Date"": ""2025-06-29"", ""Status"": ""New"", ""Last Updated"": ""2025-07-11T19:11:22.000Z"", ""Reservation UID"": ""28bfd011-49fc-4493-bd8d-a6937e17d76f_recemMGn3KhYJW07M"", ""Entry Type"": ""Block"", ""Entry Source"": ""VRBO"", ""Property ID"": [""recemMGn3KhYJW07M""]}}"
recq1nl1nJrpF9NPn,MARK_AS_OLD,7f662ec65913-9df1bbef218d9988eca394f9a4e30801@airbnb.com_rec2o6ZVpqr63lazn,rec2o6ZVpqr63lazn,2025-07-15,2025-07-16,Block,Airbnb,Removed,2025-07-16T07:05:20.000Z,"{""id"": ""recq1nl1nJrpF9NPn"", ""createdTime"": ""2025-07-16T07:05:20.000Z"", ""fields"": {""Check-in Date"": ""2025-07-15"", ""Check-out Date"": ""2025-07-16"", ""Status"": ""Removed"", ""Last Updated"": ""2025-07-16T07:05:20.000Z"", ""Reservation UID"": ""7f662ec65913-9df1bbef218d9988eca394f9a4e30801@airbnb.com_rec2o6ZVpqr63lazn"", ""Entry Type"": ""Block"", ""Entry Source"": ""Airbnb"", ""Property ID"": [""rec2o6ZVpqr63lazn""]}}"
recNxO2llcNDHspup,MARK_AS_OLD,db3f85c2-ab06-4652-a552-82d1369cc74f_recemMGn3KhYJW07M,recemMGn3KhYJW07M,2025-05-16,2025-05-18,Block,VRBO,New,2025-06-10T09:08:58.000Z,"{""id"": ""recNxO2llcNDHspup"", ""createdTime"": ""2025-06-10T09:09:00.000Z"", ""fields"": {""Check-in Date"": ""2025-05-16"", ""Check-out Date"": ""2025-05-18"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:08:58.000Z"", ""Reservation UID"": ""db3f85c2-ab06-4652-a552-82d1369cc74f_recemMGn3KhYJW07M"", ""Entry Type"": ""Block"", ""Entry Source"": ""VRBO"", ""Property ID"": [""recemMGn3KhYJW07M""]}}"
recOGxROQ2kSwskxb,MARK_AS_OLD,7af7bd81-c687-4cad-933e-2e80478be0b2_rec2bdcf28lO7YAHU,rec2bdcf28lO7YAHU,2025-06-12,2025-06-20,Reservation,VRBO,New,2025-06-10T09:08:08.000Z,"{""id"": ""recOGxROQ2kSwskxb"", ""createdTime"": ""2025-06-10T09:08:10.000Z"", ""fields"": {""Check-in Date"": ""2025-06-12"", ""Check-out Date"": ""2025-06-20"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:08:08.000Z"", ""Reservation UID"": ""7af7bd81-c687-4cad-933e-2e80478be0b2_rec2bdcf28lO7YAHU"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""VRBO"", ""Property ID"": [""rec2bdcf28lO7YAHU""]}}"
recOYq3LKpP5jyiPb,MARK_AS_OLD,083403bd-d9c7-4844-b28e-f98dfef9aba8_recRQSv5kFaVKAXdj,recRQSv5kFaVKAXdj,2025-06-27,2025-06-28,Reservation,Lodgify,New,2025-07-17T07:03:23.000Z,"{""id"": ""recOYq3LKpP5jyiPb"", ""createdTime"": ""2025-07-17T07:03:26.000Z"", ""fields"": {""Check-in Date"": ""2025-06-27"", ""Check-out Date"": ""2025-06-28"", ""Status"": ""New"", ""Last Updated"": ""2025-07-17T07:03:23.000Z"", ""Reservation UID"": ""083403bd-d9c7-4844-b28e-f98dfef9aba8_recRQSv5kFaVKAXdj"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Lodgify"", ""Property ID"": [""recRQSv5kFaVKAXdj""]}}"
recP0DvcIHHAAh4Rt,MARK_AS_OLD,c547cdf2-fed9-4f8d-ab61-1a0d409ed0ed@reservations.hospitable.com_recXnZXfPm2owtZJB,recXnZXfPm2owtZJB,2025-06-05,2025-06-07,Reservation,Hospitable,New,2025-06-10T08:45:41.000Z,"{""id"": ""recP0DvcIHHAAh4Rt"", ""createdTime"": ""2025-06-06T03:01:27.000Z"", ""fields"": {""Check-in Date"": ""2025-06-05"", ""Check-out Date"": ""2025-06-07"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T08:45:41.000Z"", ""Reservation UID"": ""c547cdf2-fed9-4f8d-ab61-1a0d409ed0ed@reservations.hospitable.com_recXnZXfPm2owtZJB"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Hospitable"", ""Property ID"": [""recXnZXfPm2owtZJB""]}}"
