Action,Property Name,Airtable ID,Check-in,Check-out,Entry Type,UID,Source,Status,Last Updated,Has HCP Job
REMOVE,"Zappia [] 3733 E Sunnyside Dr, Phoenix, AZ 85028",35225,2025-08-12,2025-08-17,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Zappia [] 3733 E Sunnyside Dr, Phoenix, AZ 85028",36080,2025-07-14,2025-07-18,Reservation,1418fb94e984-0bcb36d1e36fa07279c51c0092c3a7d7@airbnb.com_recep2cYjjAlJnTcl,Airbnb,New,Unknown,No
REMOVE,"Zappia [] 3733 E Sunnyside Dr, Phoenix, AZ 85028",35224,2025-07-14,2025-07-18,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Zappia [] 3733 E Sunnyside Dr, Phoenix, AZ 85028",36260,2025-08-08,2025-08-12,Reservation,0fdbdb9e-d132-48c3-8537-8b97c7ac143c_recep2cYjjAlJnTcl,VRBO,New,Unknown,No
REMOVE,"Zappia [] 3733 E Sunnyside Dr, Phoenix, AZ 85028",35404,2025-08-08,2025-08-12,Reservation,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Zappia [] 3733 E Sunnyside Dr, Phoenix, AZ 85028",36261,2025-08-12,2025-08-17,Block,1d767c86-9d61-4be3-8b7d-b05ac83e817d_recep2cYjjAlJnTcl,VRBO,New,Unknown,No
REMOVE,"Zappia [] 3733 E Sunnyside Dr, Phoenix, AZ 85028",35405,2025-08-12,2025-08-17,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Runyan [Hernandez] 1057 E Butler Dr 1C, Phoenix",36133,2025-09-10,2025-09-14,Reservation,1418fb94e984-d26d739693064152101d69a07013057e@airbnb.com_recissFPKWRM67neB,Airbnb,New,Unknown,No
REMOVE,"Runyan [Hernandez] 1057 E Butler Dr 1C, Phoenix",35278,2025-09-10,2025-09-14,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Runyan [Hernandez] 1057 E Butler Dr 1C, Phoenix",36131,2025-08-29,2025-09-01,Reservation,1418fb94e984-eb77a0aa5aec6ff33fa01e20b305798b@airbnb.com_recissFPKWRM67neB,Airbnb,New,Unknown,No
REMOVE,"Runyan [Hernandez] 1057 E Butler Dr 1C, Phoenix",35276,2025-08-29,2025-09-01,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Runyan [Hernandez] 1057 E Butler Dr 1C, Phoenix",36129,2025-07-25,2025-07-28,Reservation,1418fb94e984-0fb1619009d4a0e538aafb7f62076ebc@airbnb.com_recissFPKWRM67neB,Airbnb,New,Unknown,No
REMOVE,"Runyan [Hernandez] 1057 E Butler Dr 1C, Phoenix",35274,2025-07-25,2025-07-28,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Runyan [Hernandez] 1057 E Butler Dr 1C, Phoenix",36132,2025-09-04,2025-09-08,Reservation,1418fb94e984-c43989077e86f021750583c4b259825a@airbnb.com_recissFPKWRM67neB,Airbnb,New,Unknown,No
REMOVE,"Runyan [Hernandez] 1057 E Butler Dr 1C, Phoenix",35277,2025-09-04,2025-09-08,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Runyan [Hernandez] 1057 E Butler Dr 1C, Phoenix",36130,2025-08-14,2025-08-18,Reservation,1418fb94e984-c6356b4517e71e570f7eb89eeebec832@airbnb.com_recissFPKWRM67neB,Airbnb,New,Unknown,No
REMOVE,"Runyan [Hernandez] 1057 E Butler Dr 1C, Phoenix",35275,2025-08-14,2025-08-18,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Runyan [Hernandez] 1057 E Butler Dr 1C, Phoenix",36134,2025-09-20,2025-09-27,Reservation,1418fb94e984-03bd41731632c9bdbc3094453176135c@airbnb.com_recissFPKWRM67neB,Airbnb,New,Unknown,No
REMOVE,"Runyan [Hernandez] 1057 E Butler Dr 1C, Phoenix",35279,2025-09-20,2025-09-27,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Farwick [] 8438 E Keim Dr, Scottsdale",36111,2025-10-18,2025-10-25,Reservation,66d39301-d035-4bcb-8194-2b301d7f89fe@reservations.hospitable.com_recnNm0srDPxU6EJx,Hospitable,New,Unknown,No
REMOVE,"Farwick [] 8438 E Keim Dr, Scottsdale",35256,2025-10-18,2025-10-25,Reservation,NO_UID,Hospitable,Modified,Unknown,No
KEEP,"Farwick [] 8438 E Keim Dr, Scottsdale",36112,2025-10-03,2025-10-06,Reservation,a3d8e3f0-2ada-4eff-b30c-56c117245ab6@reservations.hospitable.com_recnNm0srDPxU6EJx,Hospitable,New,Unknown,No
REMOVE,"Farwick [] 8438 E Keim Dr, Scottsdale",35257,2025-10-03,2025-10-06,Reservation,NO_UID,Hospitable,Modified,Unknown,No
KEEP,Mayes [] 2824 N 82nd St Scottsdale,33370,2025-06-21,2025-06-22,Reservation,98b22b8b-59e6-4505-b036-bedd3973014d_recNxvFikD0fnDeUJ,Lodgify,New,2025-06-21T03:11:31.000Z,Yes
REMOVE,Mayes [] 2824 N 82nd St Scottsdale,36094,2025-06-21,2025-06-22,Reservation,549b69c6-f778-4746-8a8a-a9f90c816f9c_recNxvFikD0fnDeUJ,Lodgify,New,Unknown,No
KEEP,Mayes [] 2824 N 82nd St Scottsdale,33976,2025-06-27,2025-06-28,Reservation,26738e0f-5587-4aa2-a2ee-04cba6dec659_recNxvFikD0fnDeUJ,Lodgify,New,2025-06-26T15:11:33.000Z,Yes
REMOVE,Mayes [] 2824 N 82nd St Scottsdale,36095,2025-06-27,2025-06-28,Reservation,07b02075-ef58-46c7-9297-84da0dd79bef_recNxvFikD0fnDeUJ,Lodgify,New,Unknown,No
KEEP,Mayes [] 2824 N 82nd St Scottsdale,32396,2025-07-11,2025-07-13,Reservation,f3397d84-e423-4ae0-9ba1-1eb215a69ddf_recNxvFikD0fnDeUJ,Lodgify,New,2025-06-11T03:11:23.000Z,No
REMOVE,Mayes [] 2824 N 82nd St Scottsdale,36100,2025-07-11,2025-07-13,Reservation,fdbaa734-88a9-418c-a06a-4ef20b75c414_recNxvFikD0fnDeUJ,Lodgify,New,Unknown,No
KEEP,Mayes [] 2824 N 82nd St Scottsdale,34295,2025-07-05,2025-07-07,Reservation,89dce213-a34b-4469-994f-418c2335179e_recNxvFikD0fnDeUJ,Lodgify,New,2025-06-29T19:10:42.449Z,Yes
REMOVE,Mayes [] 2824 N 82nd St Scottsdale,36099,2025-07-05,2025-07-07,Reservation,563ac8ff-d5cd-4d25-8597-f4d02b708c99_recNxvFikD0fnDeUJ,Lodgify,New,Unknown,No
KEEP,Mayes [] 2824 N 82nd St Scottsdale,33525,2025-06-28,2025-06-29,Reservation,49ff3a10-eb90-4cdc-a176-bcf5c74118a4_recNxvFikD0fnDeUJ,Lodgify,New,2025-06-22T19:11:31.000Z,Yes
REMOVE,Mayes [] 2824 N 82nd St Scottsdale,36096,2025-06-28,2025-06-29,Reservation,6eb31931-0c76-4de8-9b7a-1d83c01dce6b_recNxvFikD0fnDeUJ,Lodgify,New,Unknown,No
KEEP,Mayes [] 2824 N 82nd St Scottsdale,31741,2025-06-07,2025-06-08,Reservation,aa23d856-241f-401f-be70-57ce49181537_recNxvFikD0fnDeUJ,Lodgify,New,2025-06-10T08:33:11.000Z,Yes
REMOVE,Mayes [] 2824 N 82nd St Scottsdale,36091,2025-06-07,2025-06-08,Reservation,3df60064-9764-41e3-82c1-093066a733f8_recNxvFikD0fnDeUJ,Lodgify,New,Unknown,No
KEEP,Mayes [] 2824 N 82nd St Scottsdale,31739,2025-05-22,2025-05-25,Reservation,8e4a6687-2ea9-47d2-a243-172d10f16e99_recNxvFikD0fnDeUJ,Lodgify,New,2025-06-10T08:33:11.000Z,Yes
REMOVE,Mayes [] 2824 N 82nd St Scottsdale,36089,2025-05-22,2025-05-25,Reservation,95c16c44-24b2-49c8-9175-b5b7b57b971a_recNxvFikD0fnDeUJ,Lodgify,New,Unknown,No
KEEP,Mayes [] 2824 N 82nd St Scottsdale,36092,2025-06-08,2025-06-09,Block,8bf7858b-796d-403b-be85-cc4516aff2c1_recNxvFikD0fnDeUJ,Lodgify,New,Unknown,No
REMOVE,Mayes [] 2824 N 82nd St Scottsdale,35236,2025-06-08,2025-06-09,Block,b761d49e-028c-4e38-a2b8-57fb91ca1e02_recNxvFikD0fnDeUJ,Lodgify,New,Unknown,No
KEEP,Mayes [] 2824 N 82nd St Scottsdale,36097,2025-07-03,2025-07-04,Block,03eb1d48-d9bb-4613-b8a9-bfccb896e4c8_recNxvFikD0fnDeUJ,Lodgify,New,Unknown,No
REMOVE,Mayes [] 2824 N 82nd St Scottsdale,35241,2025-07-03,2025-07-04,Block,e51d9dec-a360-4588-9c04-0bfe9d58ba69_recNxvFikD0fnDeUJ,Lodgify,New,Unknown,No
KEEP,Mayes [] 2824 N 82nd St Scottsdale,32471,2025-06-13,2025-06-15,Reservation,5efb12a5-a254-42fc-9077-4a32a1c9be51_recNxvFikD0fnDeUJ,Lodgify,New,2025-06-11T11:11:28.000Z,Yes
REMOVE,Mayes [] 2824 N 82nd St Scottsdale,36093,2025-06-13,2025-06-15,Reservation,8b3f723b-46f0-407f-a6d9-023bb6ccd407_recNxvFikD0fnDeUJ,Lodgify,New,Unknown,No
KEEP,Mayes [] 2824 N 82nd St Scottsdale,34303,2025-07-04,2025-07-05,Reservation,0ed91c78-2ecd-4864-91ca-4c10f679ead4_recNxvFikD0fnDeUJ,Lodgify,New,2025-06-29T23:10:42.059Z,Yes
REMOVE,Mayes [] 2824 N 82nd St Scottsdale,36098,2025-07-04,2025-07-05,Reservation,7ef090d6-9438-4c22-9fb4-59c7f5546eb8_recNxvFikD0fnDeUJ,Lodgify,New,Unknown,No
KEEP,Mayes [] 2824 N 82nd St Scottsdale,31740,2025-05-30,2025-06-02,Reservation,b8448287-6194-4667-8687-e2cccd42fe08_recNxvFikD0fnDeUJ,Lodgify,New,2025-06-10T08:33:11.000Z,Yes
REMOVE,Mayes [] 2824 N 82nd St Scottsdale,36090,2025-05-30,2025-06-02,Reservation,402aaea7-220a-48b2-b565-933eefeb6cdb_recNxvFikD0fnDeUJ,Lodgify,New,Unknown,No
KEEP,"Phillips [] 623 E Balboa Dr, Tempe",36269,2025-07-17,2025-07-20,Reservation,1bfbf377-2203-469f-a7da-b899b2ff95fa_rec4NhUcdq4QxwTXA,VRBO,New,Unknown,No
REMOVE,"Phillips [] 623 E Balboa Dr, Tempe",35418,2025-07-17,2025-07-20,Reservation,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Phillips [] 623 E Balboa Dr, Tempe",36268,2025-06-02,2025-06-13,Block,5d179c21-015c-4f90-94c8-5b5a2d1fcd0d_rec4NhUcdq4QxwTXA,VRBO,New,Unknown,No
REMOVE,"Phillips [] 623 E Balboa Dr, Tempe",35417,2025-06-02,2025-06-13,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Phillips [] 623 E Balboa Dr, Tempe",36079,2025-07-20,2025-08-18,Reservation,1418fb94e984-d91c5768ffd4cf1e8cb5ea23085f33b8@airbnb.com_rec4NhUcdq4QxwTXA,Airbnb,New,Unknown,No
REMOVE,"Phillips [] 623 E Balboa Dr, Tempe",35223,2025-07-20,2025-08-18,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Stoddard [Mevawala] 8158 E Berridge, Scottsdale",36195,2025-09-14,2025-09-21,Reservation,1418fb94e984-66b2f79d02f7d5c0a50c0f8071a0a578@airbnb.com_recg5ZGu20NcZrXms,Airbnb,New,Unknown,No
REMOVE,"Stoddard [Mevawala] 8158 E Berridge, Scottsdale",35338,2025-09-14,2025-09-21,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Stoddard [Mevawala] 8158 E Berridge, Scottsdale",36194,2025-07-24,2025-07-28,Reservation,1418fb94e984-f4655d38b21dff29069cc3ce54e32acd@airbnb.com_recg5ZGu20NcZrXms,Airbnb,New,Unknown,No
REMOVE,"Stoddard [Mevawala] 8158 E Berridge, Scottsdale",35337,2025-07-24,2025-07-28,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Red Wheel VR [Farwick] 8719 E Keim Dr, Scottsdale",36140,2025-10-02,2025-10-05,Reservation,cebb5327-6fdc-4e2d-ae11-59305ac68367@reservations.hospitable.com_recRawtcUqZXqaoTX,Hospitable,New,Unknown,No
REMOVE,"Red Wheel VR [Farwick] 8719 E Keim Dr, Scottsdale",35285,2025-10-02,2025-10-05,Reservation,NO_UID,Hospitable,Modified,Unknown,No
KEEP,"Luton [] 2538 N 87th Ter, Scottsdale",36126,2025-10-15,2025-10-20,Reservation,1418fb94e984-459892ebfc3faed8f71be648c2f7e927@airbnb.com_recs4WnlXQ2K06iZW,Airbnb,New,Unknown,No
REMOVE,"Luton [] 2538 N 87th Ter, Scottsdale",35271,2025-10-15,2025-10-20,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Luton [] 2538 N 87th Ter, Scottsdale",36125,2025-10-09,2025-10-12,Reservation,1418fb94e984-933f27b6ebd357130f9f3fef982540aa@airbnb.com_recs4WnlXQ2K06iZW,Airbnb,New,Unknown,No
REMOVE,"Luton [] 2538 N 87th Ter, Scottsdale",35270,2025-10-09,2025-10-12,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Luton [] 2538 N 87th Ter, Scottsdale",36128,2025-10-08,2025-10-09,Block,7f662ec65913-cd149c1206f0967ef51542c2eb127925@airbnb.com_recs4WnlXQ2K06iZW,Airbnb,New,Unknown,No
REMOVE,"Luton [] 2538 N 87th Ter, Scottsdale",35273,2025-10-08,2025-10-09,Block,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Luton [] 2538 N 87th Ter, Scottsdale",36124,2025-10-03,2025-10-06,Reservation,1418fb94e984-1b76b1b797861622549166bab81fc8fe@airbnb.com_recs4WnlXQ2K06iZW,Airbnb,New,Unknown,No
REMOVE,"Luton [] 2538 N 87th Ter, Scottsdale",35269,2025-10-03,2025-10-06,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Luton [] 2538 N 87th Ter, Scottsdale",36127,2025-09-10,2025-09-11,Block,7f662ec65913-318774ebede853f15ab7b319f292a335@airbnb.com_recs4WnlXQ2K06iZW,Airbnb,New,Unknown,No
REMOVE,"Luton [] 2538 N 87th Ter, Scottsdale",35272,2025-09-10,2025-09-11,Block,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Luton [] 2538 N 87th Ter, Scottsdale",36122,2025-08-06,2025-08-10,Reservation,1418fb94e984-ba75b728ef95f8285ed1985cc93b3811@airbnb.com_recs4WnlXQ2K06iZW,Airbnb,New,Unknown,No
REMOVE,"Luton [] 2538 N 87th Ter, Scottsdale",35267,2025-08-06,2025-08-10,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Luton [] 2538 N 87th Ter, Scottsdale",36123,2025-09-11,2025-09-14,Reservation,1418fb94e984-f775cd8a6cda12cb0c46b06c13019926@airbnb.com_recs4WnlXQ2K06iZW,Airbnb,New,Unknown,No
REMOVE,"Luton [] 2538 N 87th Ter, Scottsdale",35268,2025-09-11,2025-09-14,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Janabi [Workman] 3455 E Sharon Dr, Phoenix",36149,2025-07-18,2025-07-19,Block,7f662ec65913-1d1938b579bf66dbb2c4e8293565abf1@airbnb.com_receIobP4qTscVOXT,Airbnb,New,Unknown,No
REMOVE,"Janabi [Workman] 3455 E Sharon Dr, Phoenix",35294,2025-07-18,2025-07-19,Block,NO_UID,Airbnb,Modified,Unknown,No
KEEP,Casey [Farwick] 8401 E Keim Scottsdale,36247,2025-08-29,2025-09-01,Reservation,48da902d-98fd-495e-92bd-59a7abb48ce0@reservations.hospitable.com_recCVAw3MyrBlz9mK,Hospitable,New,Unknown,No
REMOVE,Casey [Farwick] 8401 E Keim Scottsdale,35391,2025-08-29,2025-09-01,Reservation,NO_UID,Hospitable,Modified,Unknown,No
KEEP,Casey [Farwick] 8401 E Keim Scottsdale,36248,2025-07-03,2025-07-08,Reservation,f3a9ca64-f06f-4f2e-bc4f-bf010083cf3a@reservations.hospitable.com_recCVAw3MyrBlz9mK,Hospitable,New,Unknown,No
REMOVE,Casey [Farwick] 8401 E Keim Scottsdale,35392,2025-07-03,2025-07-08,Reservation,NO_UID,Hospitable,Modified,Unknown,No
KEEP,Casey [Farwick] 8401 E Keim Scottsdale,36245,2025-07-17,2025-07-21,Reservation,8d306830-cd38-4616-a72d-b31445ef5634@reservations.hospitable.com_recCVAw3MyrBlz9mK,Hospitable,New,Unknown,No
REMOVE,Casey [Farwick] 8401 E Keim Scottsdale,35389,2025-07-17,2025-07-21,Reservation,NO_UID,Hospitable,Modified,Unknown,No
KEEP,Casey [Farwick] 8401 E Keim Scottsdale,36246,2025-07-11,2025-07-13,Reservation,9b6a5885-0664-49f3-9529-6ca8b7363a7a@reservations.hospitable.com_recCVAw3MyrBlz9mK,Hospitable,New,Unknown,No
REMOVE,Casey [Farwick] 8401 E Keim Scottsdale,35390,2025-07-11,2025-07-13,Reservation,NO_UID,Hospitable,Modified,Unknown,No
KEEP,"Hernandez [] 1057 E Butler, 1D Phoenix",36137,2025-08-10,2025-08-14,Reservation,1418fb94e984-2bb6cccd5d55a9fd96588b4d7dc96e0e@airbnb.com_recLmf85cdkT6q9eg,Airbnb,New,Unknown,No
REMOVE,"Hernandez [] 1057 E Butler, 1D Phoenix",35282,2025-08-10,2025-08-14,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Hernandez [] 1057 E Butler, 1D Phoenix",36138,2025-09-10,2025-09-13,Reservation,1418fb94e984-934f1b1bec88f57a4a55589c06033580@airbnb.com_recLmf85cdkT6q9eg,Airbnb,New,Unknown,No
REMOVE,"Hernandez [] 1057 E Butler, 1D Phoenix",35283,2025-09-10,2025-09-13,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Hernandez [] 1057 E Butler, 1D Phoenix",36135,2025-07-24,2025-07-28,Reservation,1418fb94e984-734da5ccb5de1f1bdc2c76d7d1e818b0@airbnb.com_recLmf85cdkT6q9eg,Airbnb,New,Unknown,No
REMOVE,"Hernandez [] 1057 E Butler, 1D Phoenix",35280,2025-07-24,2025-07-28,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Hernandez [] 1057 E Butler, 1D Phoenix",36136,2025-08-07,2025-08-10,Reservation,1418fb94e984-a50c0db462d1a16de4ed32cff475a191@airbnb.com_recLmf85cdkT6q9eg,Airbnb,New,Unknown,No
REMOVE,"Hernandez [] 1057 E Butler, 1D Phoenix",35281,2025-08-07,2025-08-10,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Hernandez [] 1057 E Butler, 1D Phoenix",36139,2025-08-23,2025-08-27,Block,7f662ec65913-9404be7d9a3dad1cd46d82748f7d2a7b@airbnb.com_recLmf85cdkT6q9eg,Airbnb,New,Unknown,No
REMOVE,"Hernandez [] 1057 E Butler, 1D Phoenix",35284,2025-08-23,2025-08-27,Block,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Red Wheel VR [] 5584 76th Pl, Scottsdale",36176,2025-10-09,2025-10-12,Reservation,3ddd9b86-9ecb-48c9-9a46-e10a02c75403@reservations.hospitable.com_recwGGvkHi4ifE8y0,Hospitable,New,Unknown,No
REMOVE,"Red Wheel VR [] 5584 76th Pl, Scottsdale",35319,2025-10-09,2025-10-12,Reservation,NO_UID,Hospitable,Modified,Unknown,No
KEEP,"Red Wheel VR [] 5584 76th Pl, Scottsdale",36177,2025-09-19,2025-09-22,Reservation,c67ba94b-71e7-47ed-8a5b-8cc32821c9ba@reservations.hospitable.com_recwGGvkHi4ifE8y0,Hospitable,New,Unknown,No
REMOVE,"Red Wheel VR [] 5584 76th Pl, Scottsdale",35320,2025-09-19,2025-09-22,Reservation,NO_UID,Hospitable,Modified,Unknown,No
KEEP,"Schwartz [] 1652 E Tulsa St, Chandler",36172,2025-08-07,2025-08-10,Reservation,4b29d216-963f-4b49-a55a-504555095356_recde2X1lK6qQGA2n,VRBO,New,Unknown,No
REMOVE,"Schwartz [] 1652 E Tulsa St, Chandler",35315,2025-08-07,2025-08-10,Reservation,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Schwartz [] 1652 E Tulsa St, Chandler",36220,2025-08-07,2025-08-10,Block,7f662ec65913-5ee0b1f3d4f170289262539d5c2c0d24@airbnb.com_recde2X1lK6qQGA2n,Airbnb,New,Unknown,No
REMOVE,"Schwartz [] 1652 E Tulsa St, Chandler",35364,2025-08-07,2025-08-10,Block,NO_UID,Airbnb,Modified,Unknown,No
KEEP,Red Wheel VR [Farwick] 8725 E Osborn Rd,36118,2025-07-31,2025-08-04,Reservation,636bc3d8-2e4f-4fdd-8ff7-9fdeefa9d45d@reservations.hospitable.com_recnxw1jGVVZR6ID5,Hospitable,New,Unknown,No
REMOVE,Red Wheel VR [Farwick] 8725 E Osborn Rd,35263,2025-07-31,2025-08-04,Reservation,NO_UID,Hospitable,Modified,Unknown,No
KEEP,Red Wheel VR [Farwick] 8725 E Osborn Rd,36119,2025-10-05,2025-10-11,Reservation,fbfe65c4-ab95-4dbf-9639-d99d11663463@reservations.hospitable.com_recnxw1jGVVZR6ID5,Hospitable,New,Unknown,No
REMOVE,Red Wheel VR [Farwick] 8725 E Osborn Rd,35264,2025-10-05,2025-10-11,Reservation,NO_UID,Hospitable,Modified,Unknown,No
KEEP,Red Wheel VR [Farwick] 8725 E Osborn Rd,36120,2025-10-02,2025-10-05,Reservation,72a96f62-1cfc-417a-87ff-ce7b13db66dc@reservations.hospitable.com_recnxw1jGVVZR6ID5,Hospitable,New,Unknown,No
REMOVE,Red Wheel VR [Farwick] 8725 E Osborn Rd,35265,2025-10-02,2025-10-05,Reservation,NO_UID,Hospitable,Modified,Unknown,No
KEEP,Red Wheel VR [Farwick] 8725 E Osborn Rd,36121,2025-09-04,2025-09-07,Reservation,15bf33ef-c883-47a3-ad25-916949ceda4a@reservations.hospitable.com_recnxw1jGVVZR6ID5,Hospitable,New,Unknown,No
REMOVE,Red Wheel VR [Farwick] 8725 E Osborn Rd,35266,2025-09-04,2025-09-07,Reservation,NO_UID,Hospitable,Modified,Unknown,No
KEEP,"Dyches [] 6409 E Betty Elyse Ln, Scottsdale",36219,2025-07-18,2025-07-21,Reservation,8996c50b615247dabe0c06dd928a9857_rec8iK5tM8dsBLn01,OwnerRez,New,Unknown,No
REMOVE,"Dyches [] 6409 E Betty Elyse Ln, Scottsdale",35363,2025-07-18,2025-07-21,Reservation,NO_UID,OwnerRez,Modified,Unknown,No
KEEP,"Dyches [] 6409 E Betty Elyse Ln, Scottsdale",36217,2025-07-03,2025-07-06,Reservation,77d85dbb10e04088923c188cb93fa058_rec8iK5tM8dsBLn01,OwnerRez,New,Unknown,No
REMOVE,"Dyches [] 6409 E Betty Elyse Ln, Scottsdale",35361,2025-07-03,2025-07-06,Reservation,NO_UID,OwnerRez,Modified,Unknown,No
KEEP,"Dyches [] 6409 E Betty Elyse Ln, Scottsdale",36218,2025-07-06,2025-07-18,Reservation,e8674da0b1724ec4835fd9252f1dd66c_rec8iK5tM8dsBLn01,OwnerRez,New,Unknown,No
REMOVE,"Dyches [] 6409 E Betty Elyse Ln, Scottsdale",35362,2025-07-06,2025-07-18,Reservation,NO_UID,OwnerRez,Modified,Unknown,No
KEEP,"Doyle [Greenchair] 8608 E Angus Dr, Scottsdale",36270,2025-07-24,2025-07-27,Reservation,6845fbd6bd3a8cda90dbb4cb@guesty.com_GnmOolj2vpcVWAvyNVX2o4+O8zo=_rech3E7LUxMspvHJT,Guesty,New,Unknown,No
REMOVE,"Doyle [Greenchair] 8608 E Angus Dr, Scottsdale",35424,2025-07-24,2025-07-27,Reservation,NO_UID,Guesty,Modified,Unknown,No
KEEP,Chen [] 20260 N 69th Ln Glendale,36171,2025-07-18,2025-07-19,Block,7f662ec65913-1d1938b579bf66dbb2c4e8293565abf1@airbnb.com_rectaJIogufkGJpX9,Airbnb,New,Unknown,No
REMOVE,Chen [] 20260 N 69th Ln Glendale,35355,2025-07-18,2025-07-19,Block,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Luvu [Mevawala] 6831 E Belleview St, Scottsdale",36203,2025-10-01,2025-10-07,Reservation,1418fb94e984-55036c92ac7addfb4ace5b77f293e730@airbnb.com_recf1m8q0aHoRC4Az,Airbnb,New,Unknown,No
REMOVE,"Luvu [Mevawala] 6831 E Belleview St, Scottsdale",35346,2025-10-01,2025-10-07,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Luvu [Mevawala] 6831 E Belleview St, Scottsdale",36202,2025-07-17,2025-07-20,Reservation,1418fb94e984-867cfa315db73a607325c370b86d806a@airbnb.com_recf1m8q0aHoRC4Az,Airbnb,New,Unknown,No
REMOVE,"Luvu [Mevawala] 6831 E Belleview St, Scottsdale",35345,2025-07-17,2025-07-20,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Luvu [Mevawala] 6831 E Belleview St, Scottsdale",36205,2025-10-15,2025-10-19,Reservation,1418fb94e984-99ca43584ce70943faf56902a8e9fbf0@airbnb.com_recf1m8q0aHoRC4Az,Airbnb,New,Unknown,No
REMOVE,"Luvu [Mevawala] 6831 E Belleview St, Scottsdale",35348,2025-10-15,2025-10-19,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Luvu [Mevawala] 6831 E Belleview St, Scottsdale",36204,2025-10-09,2025-10-13,Reservation,1418fb94e984-bd87948c5ad63d719b73da26359feecd@airbnb.com_recf1m8q0aHoRC4Az,Airbnb,New,Unknown,No
REMOVE,"Luvu [Mevawala] 6831 E Belleview St, Scottsdale",35347,2025-10-09,2025-10-13,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Phan [Mevawala] 8111 E Sheridan, Scottsdale",36265,2025-10-16,2025-10-19,Reservation,1418fb94e984-835e9e165983541e9f792e33136d72a7@airbnb.com_rec2UJ3Wi6CoW6lKj,Airbnb,New,Unknown,No
REMOVE,"Phan [Mevawala] 8111 E Sheridan, Scottsdale",35409,2025-10-16,2025-10-19,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Phan [Mevawala] 8111 E Sheridan, Scottsdale",36264,2025-07-08,2025-07-31,Reservation,1418fb94e984-7530cb12b1d30fa16dba83409c6939bc@airbnb.com_rec2UJ3Wi6CoW6lKj,Airbnb,New,Unknown,No
REMOVE,"Phan [Mevawala] 8111 E Sheridan, Scottsdale",35408,2025-07-08,2025-07-31,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Chen [] 5009 E La Marche Ave, Scottsdale",36175,2025-07-18,2025-10-31,Block,7f662ec65913-1d1938b579bf66dbb2c4e8293565abf1@airbnb.com_recWAPzjpFO6u1aDb,Airbnb,New,Unknown,No
REMOVE,"Chen [] 5009 E La Marche Ave, Scottsdale",35318,2025-07-18,2025-10-31,Block,NO_UID,Airbnb,Modified,Unknown,No
KEEP,Haroon [Mevawala] 7625 E Camelback Rd #346B,36084,2025-10-17,2025-10-20,Reservation,1418fb94e984-fd7c5817f1caef133fabc7462d4b0497@airbnb.com_recTUM474T8R6MaBk,Airbnb,New,Unknown,No
REMOVE,Haroon [Mevawala] 7625 E Camelback Rd #346B,35228,2025-10-17,2025-10-20,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Serafini [Mevawala] 8526 E Vista Dr, Scottdale",36178,2025-07-21,2025-07-27,Reservation,1418fb94e984-4a2526f10c237768ec8e1c890eecfa8d@airbnb.com_rec15JF33q5R91IoW,Airbnb,New,Unknown,No
